[2019-03-25 16:50:41,867 An event occurred]
[2019-03-28 12:23:23,715 An event occurred]
[2019-03-28 12:23:23,916 An event occurred]
[2019-03-28 12:23:24,117 An event occurred]
[2019-03-28 12:23:24,318 An event occurred]
[2019-03-28 12:23:24,519 An event occurred]
[2019-03-28 12:23:24,520 Running report...]
[2019-03-28 12:23:24,520 Num active peers = 0]
[2019-03-28 12:23:24,722 An event occurred]
[2019-03-28 12:23:24,923 An event occurred]
[2019-03-28 12:23:25,124 An event occurred]
[2019-03-28 12:23:25,326 An event occurred]
[2019-03-28 12:23:25,527 An event occurred]
[2019-03-28 12:23:25,528 Running report...]
[2019-03-28 12:23:25,528 Num active peers = 0]
[2019-03-28 12:23:25,729 An event occurred]
[2019-03-28 12:23:25,930 An event occurred]
[2019-03-28 12:23:26,132 An event occurred]
[2019-03-28 12:23:26,333 An event occurred]
[2019-03-28 12:23:26,534 An event occurred]
[2019-03-28 12:23:26,535 Running report...]
[2019-03-28 12:23:26,535 Num active peers = 0]
[2019-03-28 12:23:26,736 An event occurred]
[2019-03-28 12:23:26,937 An event occurred]
[2019-03-28 12:23:27,139 An event occurred]
[2019-03-28 12:23:27,340 An event occurred]
[2019-03-28 12:23:27,541 An event occurred]
[2019-03-28 12:23:27,542 Running report...]
[2019-03-28 12:23:27,542 Num active peers = 0]
[2019-03-28 12:23:27,743 An event occurred]
[2019-03-28 12:23:27,944 An event occurred]
[2019-03-28 12:23:28,146 An event occurred]
[2019-03-28 12:23:28,347 An event occurred]
[2019-03-28 12:23:28,548 An event occurred]
[2019-03-28 12:23:28,549 Running report...]
[2019-03-28 12:23:28,549 Num active peers = 0]
[2019-03-28 12:23:28,750 An event occurred]
[2019-03-28 12:23:28,951 An event occurred]
[2019-03-28 12:23:29,153 An event occurred]
[2019-03-28 12:23:29,354 An event occurred]
[2019-03-28 12:23:29,555 An event occurred]
[2019-03-28 12:23:29,556 Running report...]
[2019-03-28 12:23:29,557 Num active peers = 0]
[2019-03-28 12:23:29,758 An event occurred]
[2019-03-28 12:23:29,959 An event occurred]
[2019-03-28 12:23:30,160 An event occurred]
[2019-03-28 12:23:30,361 An event occurred]
[2019-03-28 12:23:30,563 An event occurred]
[2019-03-28 12:23:30,563 Running report...]
[2019-03-28 12:23:30,564 Num active peers = 0]
[2019-03-28 12:23:30,765 An event occurred]
[2019-03-28 12:23:30,966 An event occurred]
[2019-03-28 12:23:31,167 An event occurred]
[2019-03-28 12:23:31,368 An event occurred]
[2019-03-28 12:23:31,569 An event occurred]
[2019-03-28 12:23:31,570 Running report...]
[2019-03-28 12:23:31,570 Num active peers = 0]
[2019-03-28 12:23:31,771 An event occurred]
[2019-03-28 12:23:31,973 An event occurred]
[2019-03-28 12:23:32,174 An event occurred]
[2019-03-28 12:23:32,375 An event occurred]
[2019-03-28 12:23:32,576 An event occurred]
[2019-03-28 12:23:32,577 Running report...]
[2019-03-28 12:23:32,578 Num active peers = 0]
[2019-03-28 12:23:32,779 An event occurred]
[2019-03-28 12:23:32,980 An event occurred]
[2019-03-28 12:23:33,181 An event occurred]
[2019-03-28 12:23:33,382 An event occurred]
[2019-03-28 12:23:33,584 An event occurred]
[2019-03-28 12:23:33,585 Running report...]
[2019-03-28 12:23:33,585 Num active peers = 0]
[2019-03-28 12:23:33,786 An event occurred]
[2019-03-28 12:23:33,987 An event occurred]
[2019-03-28 12:23:34,188 An event occurred]
[2019-03-28 12:23:34,389 An event occurred]
[2019-03-28 12:23:34,590 An event occurred]
[2019-03-28 12:23:34,591 Running report...]
[2019-03-28 12:23:34,591 Num active peers = 0]
[2019-03-28 12:23:34,792 An event occurred]
[2019-03-28 12:23:34,993 An event occurred]
[2019-03-28 12:23:35,194 An event occurred]
[2019-03-28 12:23:35,395 An event occurred]
[2019-03-28 12:23:35,596 An event occurred]
[2019-03-28 12:23:35,597 Running report...]
[2019-03-28 12:23:35,597 Num active peers = 0]
[2019-03-28 12:23:35,798 An event occurred]
[2019-03-28 12:23:35,999 An event occurred]
[2019-03-28 12:23:36,200 An event occurred]
[2019-03-28 12:23:36,402 An event occurred]
[2019-03-28 12:23:36,603 An event occurred]
[2019-03-28 12:23:36,604 Running report...]
[2019-03-28 12:23:36,604 Num active peers = 0]
[2019-03-28 12:23:36,805 An event occurred]
[2019-03-28 12:23:37,006 An event occurred]
[2019-03-28 12:23:37,208 An event occurred]
[2019-03-28 12:23:37,409 An event occurred]
[2019-03-28 12:23:37,610 An event occurred]
[2019-03-28 12:23:37,611 Running report...]
[2019-03-28 12:23:37,611 Num active peers = 0]
[2019-03-28 12:23:37,812 An event occurred]
[2019-03-28 12:23:38,013 An event occurred]
[2019-03-28 12:23:38,215 An event occurred]
[2019-03-28 12:23:38,416 An event occurred]
[2019-03-28 12:23:38,617 An event occurred]
[2019-03-28 12:23:38,618 Running report...]
[2019-03-28 12:23:38,618 Num active peers = 0]
[2019-03-28 12:23:38,819 An event occurred]
[2019-03-28 12:23:39,020 An event occurred]
[2019-03-28 12:23:39,221 An event occurred]
[2019-03-28 12:23:39,422 An event occurred]
[2019-03-28 12:23:39,624 An event occurred]
[2019-03-28 12:23:39,624 Running report...]
[2019-03-28 12:23:39,625 Num active peers = 0]
[2019-03-28 12:23:39,826 An event occurred]
[2019-03-28 12:23:40,027 An event occurred]
[2019-03-28 12:23:40,228 An event occurred]
[2019-03-28 12:23:40,429 An event occurred]
[2019-03-28 12:23:40,630 An event occurred]
[2019-03-28 12:23:40,631 Running report...]
[2019-03-28 12:23:40,631 Num active peers = 0]
[2019-03-28 12:23:40,832 An event occurred]
[2019-03-28 12:23:41,034 An event occurred]
[2019-03-28 12:23:41,235 An event occurred]
[2019-03-28 12:23:41,436 An event occurred]
[2019-03-28 12:23:41,637 An event occurred]
[2019-03-28 12:23:41,638 Running report...]
[2019-03-28 12:23:41,638 Num active peers = 0]
[2019-03-28 12:23:41,839 An event occurred]
[2019-03-28 12:23:42,040 An event occurred]
[2019-03-28 12:23:42,241 An event occurred]
[2019-03-28 12:23:42,442 An event occurred]
[2019-03-28 12:23:42,643 An event occurred]
[2019-03-28 12:23:42,644 Running report...]
[2019-03-28 12:23:42,644 Num active peers = 0]
[2019-03-28 12:23:42,845 An event occurred]
[2019-03-28 12:23:43,046 An event occurred]
[2019-03-28 12:23:43,246 An event occurred]
[2019-03-28 12:23:43,447 An event occurred]
[2019-03-28 12:23:43,648 An event occurred]
[2019-03-28 12:23:43,649 Running report...]
[2019-03-28 12:23:43,649 Num active peers = 0]
[2019-03-28 12:23:43,850 An event occurred]
[2019-03-28 12:23:44,051 An event occurred]
[2019-03-28 12:23:44,252 An event occurred]
[2019-03-28 12:23:44,453 An event occurred]
[2019-03-28 12:23:44,655 An event occurred]
[2019-03-28 12:23:44,655 Running report...]
[2019-03-28 12:23:44,655 Num active peers = 0]
[2019-03-28 12:23:44,856 An event occurred]
[2019-03-28 12:23:45,057 An event occurred]
[2019-03-28 12:23:45,258 An event occurred]
[2019-03-28 12:23:45,459 An event occurred]
[2019-03-28 12:23:45,660 An event occurred]
[2019-03-28 12:23:45,661 Running report...]
[2019-03-28 12:23:45,661 Num active peers = 0]
[2019-03-28 12:23:45,862 An event occurred]
[2019-03-28 12:23:46,063 An event occurred]
[2019-03-28 12:23:46,264 An event occurred]
[2019-03-28 12:23:46,465 An event occurred]
[2019-03-28 12:23:46,666 An event occurred]
[2019-03-28 12:23:46,667 Running report...]
[2019-03-28 12:23:46,667 Num active peers = 0]
[2019-03-28 12:23:46,868 An event occurred]
[2019-03-28 12:23:47,069 An event occurred]
[2019-03-28 12:23:47,270 An event occurred]
[2019-03-28 12:23:47,471 An event occurred]
[2019-03-28 12:23:47,671 An event occurred]
[2019-03-28 12:23:47,672 Running report...]
[2019-03-28 12:23:47,672 Num active peers = 0]
[2019-03-28 12:23:47,873 An event occurred]
[2019-03-28 12:23:48,073 An event occurred]
[2019-03-28 12:23:48,274 An event occurred]
[2019-03-28 12:23:48,475 An event occurred]
[2019-03-28 12:23:48,676 An event occurred]
[2019-03-28 12:23:48,676 Running report...]
[2019-03-28 12:23:48,677 Num active peers = 0]
[2019-03-28 12:23:48,877 An event occurred]
[2019-03-28 12:23:49,078 An event occurred]
[2019-03-28 12:23:49,279 An event occurred]
[2019-03-28 12:23:49,480 An event occurred]
[2019-03-28 12:23:49,681 An event occurred]
[2019-03-28 12:23:49,681 Running report...]
[2019-03-28 12:23:49,682 Num active peers = 0]
[2019-03-28 12:23:49,882 An event occurred]
[2019-03-28 12:23:50,083 An event occurred]
[2019-03-28 12:23:50,284 An event occurred]
[2019-03-28 12:23:50,486 An event occurred]
[2019-03-28 12:23:50,687 An event occurred]
[2019-03-28 12:23:50,688 Running report...]
[2019-03-28 12:23:50,688 Num active peers = 0]
[2019-03-28 12:23:50,889 An event occurred]
[2019-03-28 12:23:51,090 An event occurred]
[2019-03-28 12:23:51,291 An event occurred]
[2019-03-28 12:23:51,493 An event occurred]
[2019-03-28 12:23:51,693 An event occurred]
[2019-03-28 12:23:51,694 Running report...]
[2019-03-28 12:23:51,694 Num active peers = 0]
[2019-03-28 12:23:51,895 An event occurred]
[2019-03-28 12:23:52,095 An event occurred]
[2019-03-28 12:23:52,297 An event occurred]
[2019-03-28 12:23:52,498 An event occurred]
[2019-03-28 12:23:52,699 An event occurred]
[2019-03-28 12:23:52,700 Running report...]
[2019-03-28 12:23:52,700 Num active peers = 0]
[2019-03-28 12:23:52,901 An event occurred]
[2019-03-28 12:23:53,102 An event occurred]
[2019-03-28 12:23:53,303 An event occurred]
[2019-03-28 12:23:53,504 An event occurred]
[2019-03-28 12:23:53,705 An event occurred]
[2019-03-28 12:23:53,705 Running report...]
[2019-03-28 12:23:53,705 Num active peers = 0]
[2019-03-28 12:23:53,906 An event occurred]
[2019-03-28 12:23:54,107 An event occurred]
[2019-03-28 12:23:54,308 An event occurred]
[2019-03-28 12:23:54,509 An event occurred]
[2019-03-28 12:23:54,710 An event occurred]
[2019-03-28 12:23:54,710 Running report...]
[2019-03-28 12:23:54,711 Num active peers = 0]
[2019-03-28 12:23:54,911 An event occurred]
[2019-03-28 12:23:55,112 An event occurred]
[2019-03-28 12:23:55,313 An event occurred]
[2019-03-28 12:23:55,514 An event occurred]
[2019-03-28 12:23:55,715 An event occurred]
[2019-03-28 12:23:55,716 Running report...]
[2019-03-28 12:23:55,716 Num active peers = 0]
[2019-03-28 12:23:55,917 An event occurred]
[2019-03-28 12:23:56,117 An event occurred]
[2019-03-28 12:23:56,318 An event occurred]
[2019-03-28 12:23:56,519 An event occurred]
[2019-03-28 12:23:56,720 An event occurred]
[2019-03-28 12:23:56,721 Running report...]
[2019-03-28 12:23:56,721 Num active peers = 0]
[2019-03-28 12:23:56,922 An event occurred]
[2019-03-28 12:23:57,123 An event occurred]
[2019-03-28 12:23:57,324 An event occurred]
[2019-03-28 12:23:57,525 An event occurred]
[2019-03-28 12:23:57,726 An event occurred]
[2019-03-28 12:23:57,726 Running report...]
[2019-03-28 12:23:57,726 Num active peers = 0]
[2019-03-28 12:23:57,927 An event occurred]
[2019-03-28 12:23:58,128 An event occurred]
[2019-03-28 12:23:58,329 An event occurred]
[2019-03-28 12:23:58,531 An event occurred]
[2019-03-28 12:23:58,732 An event occurred]
[2019-03-28 12:23:58,733 Running report...]
[2019-03-28 12:23:58,733 Num active peers = 0]
[2019-03-28 12:23:58,934 An event occurred]
[2019-03-28 12:23:59,135 An event occurred]
[2019-03-28 12:23:59,336 An event occurred]
[2019-03-28 12:23:59,537 An event occurred]
[2019-03-28 12:23:59,738 An event occurred]
[2019-03-28 12:23:59,739 Running report...]
[2019-03-28 12:23:59,739 Num active peers = 0]
[2019-03-28 12:23:59,940 An event occurred]
[2019-03-28 12:24:00,141 An event occurred]
[2019-03-28 12:24:00,342 An event occurred]
[2019-03-28 12:24:00,543 An event occurred]
[2019-03-28 12:24:00,744 An event occurred]
[2019-03-28 12:24:00,744 Running report...]
[2019-03-28 12:24:00,745 Num active peers = 0]
[2019-03-28 12:24:00,945 An event occurred]
[2019-03-28 12:24:01,146 An event occurred]
[2019-03-28 12:24:01,347 An event occurred]
[2019-03-28 12:24:01,548 An event occurred]
[2019-03-28 12:24:01,749 An event occurred]
[2019-03-28 12:24:01,749 Running report...]
[2019-03-28 12:24:01,750 Num active peers = 0]
[2019-03-28 12:24:01,950 An event occurred]
[2019-03-28 12:24:02,151 An event occurred]
[2019-03-28 12:24:02,352 An event occurred]
[2019-03-28 12:24:02,553 An event occurred]
[2019-03-28 12:24:02,754 An event occurred]
[2019-03-28 12:24:02,755 Running report...]
[2019-03-28 12:24:02,755 Num active peers = 0]
[2019-03-28 12:24:02,956 An event occurred]
[2019-03-28 12:24:03,157 An event occurred]
[2019-03-28 12:24:03,358 An event occurred]
[2019-03-28 12:24:03,560 An event occurred]
[2019-03-28 12:24:03,761 An event occurred]
[2019-03-28 12:24:03,761 Running report...]
[2019-03-28 12:24:03,762 Num active peers = 0]
[2019-03-28 12:24:03,962 An event occurred]
[2019-03-28 12:24:04,163 An event occurred]
[2019-03-28 12:24:04,365 An event occurred]
[2019-03-28 12:24:04,566 An event occurred]
[2019-03-28 12:24:04,767 An event occurred]
[2019-03-28 12:24:04,768 Running report...]
[2019-03-28 12:24:04,768 Num active peers = 0]
[2019-03-28 12:24:04,969 An event occurred]
[2019-03-28 12:24:05,170 An event occurred]
[2019-03-28 12:24:05,371 An event occurred]
[2019-03-28 12:24:05,572 An event occurred]
[2019-03-28 12:24:05,773 An event occurred]
[2019-03-28 12:24:05,773 Running report...]
[2019-03-28 12:24:05,774 Num active peers = 0]
[2019-03-28 12:24:05,974 An event occurred]
[2019-03-28 12:24:06,176 An event occurred]
[2019-03-28 12:24:06,377 An event occurred]
[2019-03-28 12:24:06,578 An event occurred]
[2019-03-28 12:24:06,779 An event occurred]
[2019-03-28 12:24:06,780 Running report...]
[2019-03-28 12:24:06,780 Num active peers = 0]
[2019-03-28 12:24:06,981 An event occurred]
[2019-03-28 12:24:07,182 An event occurred]
[2019-03-28 12:24:07,383 An event occurred]
[2019-03-28 12:24:07,584 An event occurred]
[2019-03-28 12:24:07,785 An event occurred]
[2019-03-28 12:24:07,786 Running report...]
[2019-03-28 12:24:07,786 Num active peers = 0]
[2019-03-28 12:24:07,987 An event occurred]
[2019-03-28 12:24:08,188 An event occurred]
[2019-03-28 12:24:08,390 An event occurred]
[2019-03-28 12:24:08,591 An event occurred]
[2019-03-28 12:24:08,791 An event occurred]
[2019-03-28 12:24:08,792 Running report...]
[2019-03-28 12:24:08,793 Num active peers = 0]
[2019-03-28 12:24:08,993 An event occurred]
[2019-03-28 12:24:09,195 An event occurred]
[2019-03-28 12:24:09,396 An event occurred]
[2019-03-28 12:24:09,597 An event occurred]
[2019-03-28 12:24:09,798 An event occurred]
[2019-03-28 12:24:09,799 Running report...]
[2019-03-28 12:24:09,799 Num active peers = 0]
[2019-03-28 12:24:10,000 An event occurred]
[2019-03-28 12:24:10,201 An event occurred]
[2019-03-28 12:24:10,402 An event occurred]
[2019-03-28 12:24:10,603 An event occurred]
[2019-03-28 12:24:10,804 An event occurred]
[2019-03-28 12:24:10,805 Running report...]
[2019-03-28 12:24:10,805 Num active peers = 0]
[2019-03-28 12:24:11,006 An event occurred]
[2019-03-28 12:24:11,207 An event occurred]
[2019-03-28 12:24:11,408 An event occurred]
[2019-03-28 12:24:11,609 An event occurred]
[2019-03-28 12:24:11,810 An event occurred]
[2019-03-28 12:24:11,811 Running report...]
[2019-03-28 12:24:11,811 Num active peers = 0]
[2019-03-28 12:24:12,012 An event occurred]
[2019-03-28 12:24:12,213 An event occurred]
[2019-03-28 12:24:12,414 An event occurred]
[2019-03-28 12:24:12,615 An event occurred]
[2019-03-28 12:24:12,816 An event occurred]
[2019-03-28 12:24:12,817 Running report...]
[2019-03-28 12:24:12,817 Num active peers = 0]
[2019-03-28 12:24:13,018 An event occurred]
[2019-03-28 12:24:13,219 An event occurred]
[2019-03-28 12:24:13,420 An event occurred]
[2019-03-28 12:24:13,621 An event occurred]
[2019-03-28 12:24:13,821 An event occurred]
[2019-03-28 12:24:13,822 Running report...]
[2019-03-28 12:24:13,823 Num active peers = 0]
[2019-03-28 12:24:14,024 An event occurred]
[2019-03-28 12:24:14,225 An event occurred]
[2019-03-28 12:24:14,426 An event occurred]
[2019-03-28 12:24:14,628 An event occurred]
[2019-03-28 12:24:14,829 An event occurred]
[2019-03-28 12:24:14,829 Running report...]
[2019-03-28 12:24:14,830 Num active peers = 0]
[2019-03-28 12:24:15,031 An event occurred]
[2019-03-28 12:24:15,232 An event occurred]
[2019-03-28 12:24:15,433 An event occurred]
[2019-03-28 12:24:15,634 An event occurred]
[2019-03-28 12:24:15,835 An event occurred]
[2019-03-28 12:24:15,835 Running report...]
[2019-03-28 12:24:15,836 Num active peers = 0]
[2019-03-28 12:24:16,037 An event occurred]
[2019-03-28 12:24:16,238 An event occurred]
[2019-03-28 12:24:16,439 An event occurred]
[2019-03-28 12:24:16,640 An event occurred]
[2019-03-28 12:24:16,841 An event occurred]
[2019-03-28 12:24:16,841 Running report...]
[2019-03-28 12:24:16,842 Num active peers = 0]
[2019-03-28 12:24:17,043 An event occurred]
[2019-03-28 12:24:17,243 An event occurred]
[2019-03-28 12:24:17,444 An event occurred]
[2019-03-28 12:24:17,645 An event occurred]
[2019-03-28 12:24:17,846 An event occurred]
[2019-03-28 12:24:17,847 Running report...]
[2019-03-28 12:24:17,847 Num active peers = 0]
[2019-03-28 12:24:18,048 An event occurred]
[2019-03-28 12:24:18,249 An event occurred]
[2019-03-28 12:24:18,450 An event occurred]
[2019-03-28 12:24:18,651 An event occurred]
[2019-03-28 12:24:18,852 An event occurred]
[2019-03-28 12:24:18,853 Running report...]
[2019-03-28 12:24:18,853 Num active peers = 0]
[2019-03-28 12:24:19,054 An event occurred]
[2019-03-28 12:24:19,255 An event occurred]
[2019-03-28 12:24:19,456 An event occurred]
[2019-03-28 12:24:19,657 An event occurred]
[2019-03-28 12:24:19,858 An event occurred]
[2019-03-28 12:24:19,859 Running report...]
[2019-03-28 12:24:19,859 Num active peers = 0]
[2019-03-28 12:24:20,060 An event occurred]
[2019-03-28 12:24:20,261 An event occurred]
[2019-03-28 12:24:20,462 An event occurred]
[2019-03-28 12:24:20,663 An event occurred]
[2019-03-28 12:24:20,865 An event occurred]
[2019-03-28 12:24:20,865 Running report...]
[2019-03-28 12:24:20,866 Num active peers = 0]
[2019-03-28 12:24:21,066 An event occurred]
[2019-03-28 12:24:21,268 An event occurred]
[2019-03-28 12:24:21,468 An event occurred]
[2019-03-28 12:24:21,670 An event occurred]
[2019-03-28 12:24:21,871 An event occurred]
[2019-03-28 12:24:21,872 Running report...]
[2019-03-28 12:24:21,872 Num active peers = 0]
[2019-03-28 12:24:22,073 An event occurred]
[2019-03-28 12:24:22,274 An event occurred]
[2019-03-28 12:24:22,475 An event occurred]
[2019-03-28 12:24:22,676 An event occurred]
[2019-03-28 12:24:22,878 An event occurred]
[2019-03-28 12:24:22,878 Running report...]
[2019-03-28 12:24:22,879 Num active peers = 0]
[2019-03-28 12:24:23,079 An event occurred]
[2019-03-28 12:24:23,280 An event occurred]
[2019-03-28 12:24:23,482 An event occurred]
[2019-03-28 12:24:23,683 An event occurred]
[2019-03-28 12:24:23,884 An event occurred]
[2019-03-28 12:24:23,885 Running report...]
[2019-03-28 12:24:23,885 Num active peers = 0]
[2019-03-28 12:24:24,086 An event occurred]
[2019-03-28 12:24:24,287 An event occurred]
[2019-03-28 12:24:24,488 An event occurred]
[2019-03-28 12:24:24,689 An event occurred]
[2019-03-28 12:24:24,890 An event occurred]
[2019-03-28 12:24:24,890 Running report...]
[2019-03-28 12:24:24,891 Num active peers = 0]
[2019-03-28 12:24:25,092 An event occurred]
[2019-03-28 12:24:25,293 An event occurred]
[2019-03-28 12:24:25,494 An event occurred]
[2019-03-28 12:24:25,695 An event occurred]
[2019-03-28 12:24:25,896 An event occurred]
[2019-03-28 12:24:25,897 Running report...]
[2019-03-28 12:24:25,897 Num active peers = 0]
[2019-03-28 12:24:26,098 An event occurred]
[2019-03-28 12:24:26,299 An event occurred]
[2019-03-28 12:24:26,500 An event occurred]
[2019-03-28 12:24:26,701 An event occurred]
[2019-03-28 12:24:26,902 An event occurred]
[2019-03-28 12:24:26,903 Running report...]
[2019-03-28 12:24:26,903 Num active peers = 0]
[2019-03-28 12:24:27,104 An event occurred]
[2019-03-28 12:24:27,305 An event occurred]
[2019-03-28 12:24:27,506 An event occurred]
[2019-03-28 12:24:27,707 An event occurred]
[2019-03-28 12:24:27,908 An event occurred]
[2019-03-28 12:24:27,909 Running report...]
[2019-03-28 12:24:27,909 Num active peers = 0]
[2019-03-28 12:24:28,110 An event occurred]
[2019-03-28 12:24:28,311 An event occurred]
[2019-03-28 12:24:28,512 An event occurred]
[2019-03-28 12:24:28,713 An event occurred]
[2019-03-28 12:24:28,914 An event occurred]
[2019-03-28 12:24:28,914 Running report...]
[2019-03-28 12:24:28,914 Num active peers = 0]
[2019-03-28 12:24:29,115 An event occurred]
[2019-03-28 12:24:29,316 An event occurred]
[2019-03-28 12:24:29,517 An event occurred]
[2019-03-28 12:24:29,718 An event occurred]
[2019-03-28 12:24:29,919 An event occurred]
[2019-03-28 12:24:29,919 Running report...]
[2019-03-28 12:24:29,919 Num active peers = 0]
[2019-03-28 12:24:30,120 An event occurred]
[2019-03-28 12:24:30,321 An event occurred]
[2019-03-28 12:24:30,522 An event occurred]
[2019-03-28 12:24:30,723 An event occurred]
[2019-03-28 12:24:30,924 An event occurred]
[2019-03-28 12:24:30,925 Running report...]
[2019-03-28 12:24:30,925 Num active peers = 0]
[2019-03-28 12:24:31,126 An event occurred]
[2019-03-28 12:24:31,326 An event occurred]
[2019-03-28 12:24:31,527 An event occurred]
[2019-03-28 12:24:31,728 An event occurred]
[2019-03-28 12:24:31,929 An event occurred]
[2019-03-28 12:24:31,930 Running report...]
[2019-03-28 12:24:31,930 Num active peers = 0]
[2019-03-28 12:24:32,131 An event occurred]
[2019-03-28 12:24:32,332 An event occurred]
[2019-03-28 12:24:32,533 An event occurred]
[2019-03-28 12:24:32,734 An event occurred]
[2019-03-28 12:24:32,935 An event occurred]
[2019-03-28 12:24:32,936 Running report...]
[2019-03-28 12:24:32,936 Num active peers = 0]
[2019-03-28 12:24:33,137 An event occurred]
[2019-03-28 12:24:33,338 An event occurred]
[2019-03-28 12:24:33,539 An event occurred]
[2019-03-28 12:24:33,740 An event occurred]
[2019-03-28 12:24:33,941 An event occurred]
[2019-03-28 12:24:33,942 Running report...]
[2019-03-28 12:24:33,942 Num active peers = 0]
[2019-03-28 12:24:34,143 An event occurred]
[2019-03-28 12:24:34,344 An event occurred]
[2019-03-28 12:24:34,545 An event occurred]
[2019-03-28 12:24:34,746 An event occurred]
[2019-03-28 12:24:34,947 An event occurred]
[2019-03-28 12:24:34,947 Running report...]
[2019-03-28 12:24:34,948 Num active peers = 0]
[2019-03-28 12:24:35,148 An event occurred]
[2019-03-28 12:24:35,350 An event occurred]
[2019-03-28 12:24:35,551 An event occurred]
[2019-03-28 12:24:35,752 An event occurred]
[2019-03-28 12:24:35,953 An event occurred]
[2019-03-28 12:24:35,954 Running report...]
[2019-03-28 12:24:35,954 Num active peers = 0]
[2019-03-28 12:24:36,155 An event occurred]
[2019-03-28 12:24:36,356 An event occurred]
[2019-03-28 12:24:36,557 An event occurred]
[2019-03-28 12:24:36,759 An event occurred]
[2019-03-28 12:24:36,960 An event occurred]
[2019-03-28 12:24:36,961 Running report...]
[2019-03-28 12:24:36,961 Num active peers = 0]
[2019-03-28 12:24:37,162 An event occurred]
[2019-03-28 12:24:37,363 An event occurred]
[2019-03-28 12:24:37,564 An event occurred]
[2019-03-28 12:24:37,765 An event occurred]
[2019-03-28 12:24:37,966 An event occurred]
[2019-03-28 12:24:37,967 Running report...]
[2019-03-28 12:24:37,967 Num active peers = 0]
[2019-03-28 12:24:38,168 An event occurred]
[2019-03-28 12:24:38,370 An event occurred]
[2019-03-28 12:24:38,571 An event occurred]
[2019-03-28 12:24:38,772 An event occurred]
[2019-03-28 12:24:38,973 An event occurred]
[2019-03-28 12:24:38,973 Running report...]
[2019-03-28 12:24:38,973 Num active peers = 0]
[2019-03-28 12:24:39,174 An event occurred]
[2019-03-28 12:24:39,376 An event occurred]
[2019-03-28 12:24:39,577 An event occurred]
[2019-03-28 12:24:39,778 An event occurred]
[2019-03-28 12:24:39,979 An event occurred]
[2019-03-28 12:24:39,979 Running report...]
[2019-03-28 12:24:39,980 Num active peers = 0]
[2019-03-28 12:24:40,180 An event occurred]
[2019-03-28 12:24:40,381 An event occurred]
[2019-03-28 12:24:40,582 An event occurred]
[2019-03-28 12:24:40,783 An event occurred]
[2019-03-28 12:24:40,984 An event occurred]
[2019-03-28 12:24:40,985 Running report...]
[2019-03-28 12:24:40,986 Num active peers = 0]
[2019-03-28 12:24:41,186 An event occurred]
[2019-03-28 12:24:41,387 An event occurred]
[2019-03-28 12:24:41,589 An event occurred]
[2019-03-28 12:24:41,790 An event occurred]
[2019-03-28 12:24:41,991 An event occurred]
[2019-03-28 12:24:41,992 Running report...]
[2019-03-28 12:24:41,992 Num active peers = 0]
[2019-03-28 12:24:42,193 An event occurred]
[2019-03-28 12:24:42,394 An event occurred]
[2019-03-28 12:24:42,595 An event occurred]
[2019-03-28 12:24:42,796 An event occurred]
[2019-03-28 12:24:42,997 An event occurred]
[2019-03-28 12:24:42,998 Running report...]
[2019-03-28 12:24:42,998 Num active peers = 0]
[2019-03-28 12:24:43,199 An event occurred]
[2019-03-28 12:24:43,400 An event occurred]
[2019-03-28 12:24:43,601 An event occurred]
[2019-03-28 12:24:43,802 An event occurred]
[2019-03-28 12:24:44,003 An event occurred]
[2019-03-28 12:24:44,004 Running report...]
[2019-03-28 12:24:44,004 Num active peers = 0]
[2019-03-28 12:24:44,205 An event occurred]
[2019-03-28 12:24:44,406 An event occurred]
[2019-03-28 12:24:44,607 An event occurred]
[2019-03-28 12:24:44,808 An event occurred]
[2019-03-28 12:24:45,009 An event occurred]
[2019-03-28 12:24:45,010 Running report...]
[2019-03-28 12:24:45,010 Num active peers = 0]
[2019-03-28 12:24:45,211 An event occurred]
[2019-03-28 12:24:45,412 An event occurred]
[2019-03-28 12:24:45,613 An event occurred]
[2019-03-28 12:24:45,814 An event occurred]
[2019-03-28 12:24:46,015 An event occurred]
[2019-03-28 12:24:46,016 Running report...]
[2019-03-28 12:24:46,016 Num active peers = 0]
[2019-03-28 12:24:46,217 An event occurred]
[2019-03-28 12:24:46,418 An event occurred]
[2019-03-28 12:24:46,619 An event occurred]
[2019-03-28 12:24:46,820 An event occurred]
[2019-03-28 12:24:47,021 An event occurred]
[2019-03-28 12:24:47,021 Running report...]
[2019-03-28 12:24:47,021 Num active peers = 0]
[2019-03-28 12:24:47,222 An event occurred]
[2019-03-28 12:24:47,423 An event occurred]
[2019-03-28 12:24:47,624 An event occurred]
[2019-03-28 12:24:47,825 An event occurred]
[2019-03-28 12:24:48,026 An event occurred]
[2019-03-28 12:24:48,027 Running report...]
[2019-03-28 12:24:48,028 Num active peers = 0]
[2019-03-28 12:24:48,228 An event occurred]
[2019-03-28 12:24:48,429 An event occurred]
[2019-03-28 12:24:48,631 An event occurred]
[2019-03-28 12:24:48,832 An event occurred]
[2019-03-28 12:24:49,033 An event occurred]
[2019-03-28 12:24:49,034 Running report...]
[2019-03-28 12:24:49,034 Num active peers = 0]
[2019-03-28 12:24:49,235 An event occurred]
[2019-03-28 12:24:49,436 An event occurred]
[2019-03-28 12:24:49,637 An event occurred]
[2019-03-28 12:24:49,838 An event occurred]
[2019-03-28 12:24:50,039 An event occurred]
